ID,Job URL,Task ID,Task Name,Task URL,Project ID,Project Name,Project URL,Assignee,Stage,State,Type,Start Frame,Stop Frame,Frame Count,Created Date,Updated Date
4105490,"https://app.cvat.ai/tasks/2327413/jobs/4105490",2327413,"add-images","https://app.cvat.ai/tasks/2327413",413231,"covid-19","https://app.cvat.ai/projects/413231","","annotation","in progress","annotation",0,399,400,"2026-06-12T13:37:38.900665Z","2026-06-12T14:16:45.863882Z"
