ID,Name,Project URL,Owner,Assignee,Status,Dimension,Task Subsets,Created Date,Updated Date,Bug Tracker
413231,"covid-19","https://app.cvat.ai/projects/413231","Arikatakur","","annotation","2d","Train","2026-06-12T13:29:03.516610Z","2026-06-12T14:16:45.869108Z",""
